"CTL_1" "CTL_2" "CTL_3" "HYPERT_1" "HYPERT_2" "HYPERT_3" "PLUS_HYPERT_1" "PLUS_HYPERT_2" "PLUS_HYPERT_3" "PROXIMAL_PLUS_HYPERT_1" "PROXIMAL_PLUS_HYPERT_2" "PROXIMAL_PLUS_HYPERT_3"
"FBgn0000008" 0.235861445958648 0.342544032095793 0.264817551486262 0.853987886757901 0.722268107865185 1.08202742871367 0.374649372598589 0.53060546416745 0.626592753054092 0.516390031304871 0.302480280079687 0.430331343235451
"FBgn0000014" 0 0 0 0.00729979947077699 0.0195175067737687 0 0.0286385955528718 0 0 0.00735831064104786 0.00325454938951102 0
"FBgn0000015" 0.00329340325460718 0 0 0.00646296440251408 0 0.00655316775051657 0 0.010067096077855 0 0.0034281929323597 0 0.012673157817401
"FBgn0000017" 4.04488159012014 3.72323544169574 4.24517646230837 10.7033146095447 8.55286096969571 10.0965778114557 11.4108867132449 8.27037139623133 8.75757457993647 7.58241149489088 8.18762472989511 6.71791546348711
"FBgn0000018" 3.33728488009479 4.05052563489084 4.08524576996329 5.61578799848021 4.26251814050523 5.6918246201761 6.18102407020663 7.15239079070799 6.40973967744476 5.95853088983367 5.71210731366752 6.11415523024354
"FBgn0000022" 0.0745656599512789 0 0 0 0 0.0397693328647553 0.122301797263997 0 0 0.0396203570076746 0.016537085524196 0.0401481958711221
"FBgn0000024" 9.2895746103742 7.92167793714591 8.26857226022104 0.328073759403586 0.406733850852737 0.37790675459432 0.528803043461986 0.537109363122248 0.443097278855959 0.324996370950366 0.416857344703364 0.352691471960999
"FBgn0000028" 0.0330751915017983 0.0283943656342284 0.0506166762263033 0.0346159444273291 0.0224165246453458 0.033356976250387 0.0602079173228235 0.0348919022520462 0.0578211548673725 0.0198858687115445 0.0359326982723177 0.0808203822127182
"FBgn0000032" 51.8182219156764 64.9059491039596 63.6493789453185 72.0726232963534 71.6697393926266 78.7667575269413 71.2068925402358 78.4923908816138 75.9642868876978 76.5849169422732 58.8385011453952 71.574345415958
"FBgn0000036" 0.00726576278320927 0.00216969669935466 0 0.00752093850351789 0.0341673291063954 0 0.0767118933906455 0 0 0.0050512533721878 0.00632275271714873 0.0369183408699875
"FBgn0000037" 0.0203618080337579 0.00909908229432471 0.00540149864150736 0.0157879500899907 0.110023536178952 0.0213453907489433 0.114454790570724 0.0558455465911101 0.0246741191579803 0.031827230055705 0.0376012989479103 0.0309118549638485
"FBgn0000038" 0 0 0 0 0.124103717919015 0 0.256541225431489 0 0 0 0 0
"FBgn0000039" 0 0 0 0 0.147902245040117 0 0.324570309746196 0 0 0 0.0163241939443818 0
"FBgn0000042" 1200.50716128578 1729.91622178922 1411.24324569597 11650.1866883579 9956.50075915535 8225.27722510055 13327.2646150384 10062.9446654597 10679.0218588304 6607.23788552992 8197.31307139956 6253.80082039033
"FBgn0000043" 208.569248811847 330.551371495993 315.702618062412 1232.4956257296 1080.89697794402 1048.82070961452 1264.35461722449 783.03541722424 881.071694131781 672.218145918344 799.940883969105 581.191039240977
"FBgn0000044" 10.357743323296 11.9886774179875 9.14569474317847 11.2545158310293 10.0082672925353 10.6172024796805 12.6305860764057 9.03937200118474 12.1309655110155 8.77481179547305 3.11275484986453 17.0726237709115
"FBgn0000045" 0.0394736443311243 0.0529092690204313 0.0210440933828812 0.102886752017542 0.0559520655232316 0.0895503513899355 0.182625478684333 0.108848700828333 0.12034131587129 0.041499769478177 0.0692489434175068 0.123233697625402
"FBgn0000046" 1.16026639174441 0.746869791039036 0.579885802362729 0.831313433068922 0.808075954067753 0.739035768472692 1.19857879487326 1.02961719841246 1.01983797454087 0.506030406591545 0.449242636864482 1.05409080201674
