"CTL_1" "CTL_2" "CTL_3" "HYPERT_1" "HYPERT_2" "HYPERT_3" "PLUS_HYPERT_1" "PLUS_HYPERT_2" "PLUS_HYPERT_3" "PROXIMAL_PLUS_HYPERT_1" "PROXIMAL_PLUS_HYPERT_2" "PROXIMAL_PLUS_HYPERT_3"
"FBgn0000017" 46.195670626696 38.5535857624899 49.8369817076409 91.1636711853426 77.5049889097971 87.4703759898704 93.9399814172216 71.228634922835 74.9717159599035 76.1984942307924 79.6365421245503 71.8911404193492
"FBgn0000018" 8.43772627225797 9.31958471302207 10.1452693524637 11.2074997857409 9.25412046156248 11.9614641685248 11.8047946069856 14.4331678406297 12.9256567438378 14.2970276710047 13.5924859545823 14.4682551760562
"FBgn0000024" 57.8885533147508 44.7204471388136 50.6823004825193 1.86216988486156 2.34755261708754 2.02424704627564 2.73809240337084 2.65777003714921 2.20184974436345 1.92299244396636 2.26541432576372 2.19462338255502
"FBgn0000032" 142.727792045421 162.665875015426 172.29372765644 156.904893546529 169.738397055945 180.636474392787 148.399545374859 172.82880553323 167.014367984364 200.576554551356 152.924061728898 185.28311746038
"FBgn0000043" 471.299485727698 679.749343610606 700.251963677711 2195.84577571329 2095.75888652897 1967.82647599544 2156.77213818084 1411.20206278075 1586.59786159352 1439.82773815871 1699.13337592713 1224.52646658879
"FBgn0000044" 25.0283111029254 26.3629886174171 21.7013020908141 21.4568445513378 20.7603604229526 21.3155867798472 23.0487710614279 17.4284746724969 23.3720746643457 20.1129498367158 7.07568442835999 38.5544049038945
"FBgn0000046" 2.51236448161806 1.47176042468925 1.2321978615004 1.41858669903406 1.50090606460983 1.32812737226273 1.96992677905965 1.77759042779087 1.84073992264397 1.04764103922279 0.913911372110906 2.20613661853486
"FBgn0000052" 40.6773968050645 50.1140697404091 37.6824729423515 53.6217482133493 60.5600530205192 57.8924560495164 75.0633566990286 66.9239415069629 58.6751421273898 92.1363587423006 92.0162186326101 83.2516814415128
"FBgn0000053" 18.4706487739609 22.0870743931329 24.6385112845546 17.9319824148781 24.7343587336615 22.8556050490669 22.5505157371957 15.1345238226552 15.0867123815687 18.0176201015113 21.5127030089957 14.8340216079635
"FBgn0000055" 136.480224972497 224.360235411595 118.185822078417 65.6469399416888 93.7263519246857 64.3882572459117 336.049712512797 280.429142275834 252.410071976705 78.0605010728653 96.0318073295871 95.2855917224482
"FBgn0000057" 38.4945024460724 45.0275906098026 49.3648516152177 42.6231113936154 43.8890271890279 46.962633201247 55.0202568295379 68.4744181023849 68.7464305777296 78.549914248632 77.0586735542225 75.2267133357982
"FBgn0000064" 1122.34151964179 1070.90028174901 962.878260526948 787.213481432007 845.357882180933 762.220918556683 722.93345629242 848.714129617336 810.565683629246 643.031652943538 591.412261403792 686.307422808897
"FBgn0000071" 1.0074897041502 0.409652075297673 0.658783724185953 9.69016294397935 10.3088248186674 6.69843318399576 8.52424993502242 6.64442509287303 7.09483182427894 10.8272648858171 11.8631551244899 17.1099366704365
"FBgn0000083" 443.545381845078 531.502538892199 584.270748156608 1433.60574880078 1504.8190945975 1283.32554259925 1537.34914738886 1029.63454555944 1171.07065800801 1376.72597969031 1677.04401256617 1354.46513478396
"FBgn0000097" 3.59323721709431 2.08239804942984 4.10587834477194 47.2733823800986 41.5743403085796 41.8747563288305 55.9713616400152 27.1751205648676 32.2339334703806 31.6157446815287 40.3650314037841 32.1704588131811
"FBgn0000100" 1630.91555952218 1914.2029979411 1860.44797020537 2015.62635142017 1844.08875971906 1903.82517137929 1847.9790661377 2013.74200717114 1977.99123304059 2294.9256056268 2257.4189695853 2072.73950901746
"FBgn0000109" 21.6190708909253 27.7197904284759 31.8851498181661 24.6909958681244 30.7903674379636 31.541456483231 19.3991392828085 26.8729933880085 24.5057281556766 23.3685335324317 16.4631567325293 20.8895391190037
"FBgn0000115" 115.23163491218 151.707818551905 156.922283101094 179.733811948559 191.81886456724 190.573727583451 142.613284518966 176.667880524946 166.728739512785 144.266206118823 130.546662177025 145.170245755261
"FBgn0000116" 176.100720580446 187.279238765805 178.003190991276 524.580183352122 554.259268680473 536.867393677989 630.354333922287 630.040415136083 628.953409195426 678.483482030358 628.471285659402 650.380298608543
"FBgn0000119" 40.7613542804104 40.2483163979964 39.9222936856687 43.1402530214213 44.6375222263602 51.342284661822 76.8474047172476 100.441559320597 94.924065929509 90.4642335674101 75.2601766849139 88.5977423702318
"FBgn0000139" 12.0478977121295 16.6250125848243 17.4358224091294 26.0014029513805 26.1292813032352 26.131198645085 32.7279277073439 29.1616434631649 29.031758995623 36.2442192712313 37.3707416352548 34.5856365214869
"FBgn0000150" 686.85686142168 931.479628991392 866.518663501017 766.66099245338 750.569668245235 805.870336596764 567.09411089306 782.085451596111 716.865889423079 740.896809771522 622.920129786533 653.751910079142
"FBgn0000181" 173.078335425471 251.150859830415 261.449300671932 385.813869547291 328.38518637868 381.920349774714 292.35594171086 349.644413776074 349.645131162173 415.366277599717 442.673026927273 422.668128738721
"FBgn0000183" 80.1373976239929 68.4459966962127 79.185825606609 79.9699939711759 81.1436563404058 95.1027786983972 77.93229117269 69.9510566782886 77.2685280986423 102.044169655385 99.1247619446371 114.201677091904
"FBgn0000212" 183.656582722998 217.320630778445 239.577461434383 230.42609214099 221.146090917477 285.676716067527 243.405875587021 265.370697120492 258.350035107117 382.006922604943 388.942241227114 403.363493499572
"FBgn0000228" 48.1495995172239 40.3507295193281 42.249991785901 62.3826680381703 63.6219454903088 65.5488126021645 64.6293131437154 61.8300817182553 61.8556084586845 64.4620750223782 58.2781762078526 59.0922568530768
"FBgn0000229" 20.9054197568643 22.633283987731 26.2195834388179 45.6575609271429 49.1624503092975 53.9184936193722 40.2446939594399 37.6148471769453 41.1011501038481 44.4796667256306 34.4309221209247 48.5253736513717
"FBgn0000239" 76.317345089378 91.7620648666788 86.3885627928407 121.282248602159 129.149287156005 145.709212486824 119.778523793028 116.092934514491 116.453206979309 130.136378424055 124.130936174858 134.644224344184
"FBgn0000244" 99.6156284553268 82.4082742053694 90.4288701975987 136.352166624061 121.73266077059 127.196535363109 162.089831740503 138.942495953886 141.285248844101 150.996720013733 132.656402764159 155.046130430238
"FBgn0000246" 4.53368786418451 4.36962442543949 5.44594787593368 5.27615114004208 5.27349285137587 4.15891044815671 4.95956928604802 7.64110243368999 6.4424305096025 4.59846780200301 4.35789278065783 7.19350744434056
"FBgn0000247" 48.1915908485181 45.4815875222513 42.5574285824126 74.267480141732 68.4871258033933 83.2519010264483 70.0863829657544 75.3825530444995 74.3919252290484 73.2409136830419 66.2853314422814 72.6661613630827
"FBgn0000250" 123.207485925318 156.623650283012 179.101471297324 193.906937908297 163.85233755212 210.006373797944 198.201545702053 199.147930719538 187.768434463877 504.618110679373 419.257820320882 536.463337270744
"FBgn0000253" 460.800800735767 566.856819780509 637.396033891092 805.872473667217 825.896096004998 852.391839096467 804.559731174452 756.83568018425 792.542531150098 964.422852810357 1069.76016674191 1208.26335567457
"FBgn0000256" 3.1064295263081 4.94996257651355 2.98648885144455 13.8972883543959 13.4388742210581 8.09699149750802 16.0669169913908 13.9532819901263 13.4557126464383 9.15511044800453 11.9323367276214 10.282202862544
"FBgn0000261" 122.829786430979 191.717171239311 130.263501729036 120.213366932594 138.913874428528 123.736746260248 186.39693191249 181.798853235554 167.381138591338 138.957075960292 152.578248826056 153.461043665135
"FBgn0000273" 308.627775922443 289.350939748294 326.317454600837 515.096690152654 446.103280407539 484.236874047019 559.784755140519 576.809777352964 587.811488226663 399.773471014965 336.094033279089 485.37738319784
"FBgn0000276" 0.839574753458504 0.170688364707364 0.512577656331617 0.413815376704281 0.439931360442205 4.30612710066894 5.14885360923682 1.38240955404497 1.00986484366966 41.1245222079811 168.929871083505 46.4349708818955
"FBgn0000277" 0.209893688364626 0.0341376729414728 0.277962373502377 0.172423073626784 0.0363826426396363 0.662481092410606 3.27207208414897 0.241784353839284 0.33570947909485 4.14939038936566 19.376209780931 3.96004272401903
"FBgn0000278" 0.377808639056327 0.102413018824418 0.307432404620111 0.551753835605708 0.510337525453813 0.662481092410606 3.84882800096467 0.996663763930954 0.366974481686246 6.10340947358682 33.6353501038965 8.90041540324806
"FBgn0000279" 4.3238099803113 5.80340440005037 3.33783753587549 30.5188840319407 32.9678041443163 46.3736764687424 49.8539465896766 24.7320267345829 23.5271417703293 336.607212885761 818.921338904894 503.74725535735
"FBgn0000283" 165.983928758746 176.150392378 180.858091746517 145.800916574194 153.84982071848 182.587260382905 133.753127474383 150.828560348636 143.863252732935 153.254061827122 122.903050482464 142.650615372817
"FBgn0000286" 52.4314433534836 50.1482756886965 45.7634777518321 73.210854993932 61.7167976647135 68.8243877959301 66.1791948500073 61.1656612406428 69.6028674681004 61.1177030848215 65.6623926530899 72.9102562715459
"FBgn0000289" 135.255674003162 146.040894359132 144.756875534655 158.49135511372 158.13661170304 173.312606059068 140.856764667365 128.052769742547 124.322888192624 133.146478183263 108.221211515948 124.809017412481
"FBgn0000299" 335.536302092117 930.080557913697 419.820907966235 313.361418132399 416.26517217182 322.885923539903 421.226482146704 450.196528947522 358.329990020703 125.663181260028 94.1099110938331 99.5301348023913
"FBgn0000307" 99.0128137823436 79.6092239878792 90.7784208416518 120.692737561891 116.357057870975 135.859193334228 131.635791616129 112.31378116307 118.369784217341 123.175623857797 122.397845794579 121.242596575699
"FBgn0000308" 706.040603012491 875.358257357987 965.558372784488 1704.88614333766 1660.77599689108 1527.72030146078 1695.83577351562 1355.16615610612 1461.37556695715 1257.55372006001 1229.22073045505 1195.66663392499
"FBgn0000317" 69.558957228807 59.3653791075482 68.4256782692306 31.3465147853493 28.2386968219454 35.3323506917193 42.4920685420059 68.5113241924285 66.1777315307531 61.2431156082513 46.2421560146629 68.2365422527418
"FBgn0000318" 47.464141303384 64.2528492599751 71.1800091011371 80.7280395999148 103.411097912026 98.8775709358893 52.206828655105 58.0559237506914 52.9124195166435 95.7477703742431 84.0620186339863 75.7292425754038
"FBgn0000326" 9.19334355037062 14.0988589248283 10.7162152467582 11.3454382446424 16.0245982992497 14.6481930433012 15.2403256414037 13.3995906039606 13.5780558223911 19.8569828763955 17.1030134975597 16.7848016508742
"FBgn0000339" 14.6506004372197 16.898148106029 19.5878536333616 26.0358910145673 29.0552028401698 30.7685846942118 24.4878297692463 20.3762554082136 23.5271580803063 27.8415760210128 23.1210693607119 31.5782064773125
"FBgn0000352" 8.94148371795437 8.87578472348104 7.90541786590592 12.1730689980509 15.1400132551298 14.022505414673 16.5060476014525 19.0842654056409 17.6147751209398 17.6831825252809 15.8406070412181 16.175184157501
"FBgn0000357" 0.167914950691701 0.409652075297673 0.658783724185953 0.724176909232492 0.510337525453813 0.625676587276684 0.180817422864112 0.221480836429101 0.28542459686708 1.08690853639217 0.449624217327151 0.40641166224877
"FBgn0000370" 537.233566364377 530.476145376239 571.097594618607 766.78892692555 762.916155126534 737.297213157383 985.674802764553 1089.05733718475 1092.95133219353 1208.74399366376 1143.83894196121 1413.44912240811
"FBgn0000384" 38.9562895498434 37.3466483356442 42.5574241905211 65.2449600296044 64.0983591744973 73.2184040548588 74.238493446983 77.9244516907235 80.6119388189182 73.4916969257271 61.3217394815766 90.948833836341
"FBgn0000395" 8.85751364898722 6.75925924241161 11.550674630727 376.709931259797 226.828018813372 223.40334616291 357.527707123168 159.355461810738 198.247769995392 144.684247863589 225.503838228694 141.065487966548
"FBgn0000404" 4.95349104540517 6.82754824336373 7.15877435237103 2.89670763692997 4.96728524775045 2.53951085424066 4.28794827860225 3.46986643738925 3.62896987445288 6.18703454420986 5.84511482525296 9.79452106019535
"FBgn0000406" 3.98798007892789 11.1630019830251 5.97297243261931 8.51769983716311 12.8264933464897 9.49555864410151 14.6978656234933 11.9599651671714 11.1723342202257 4.97469676271803 2.99172518116661 4.34860478606184
"FBgn0000411" 10.5366463644092 16.0447028687249 14.273646478984 48.7957343193797 51.6120404916743 36.2524592715718 63.9577120308424 51.2729982007005 50.2755039910157 67.3883355269409 84.0797485274022 99.4896139340184
"FBgn0000412" 77.9966297678303 105.58774047756 97.3683793671032 137.214109569121 131.939139099653 141.292568818139 110.376172790457 124.693637082638 119.348419532619 136.699721605651 127.589552872621 136.432464106895
"FBgn0000414" 9.15137743793646 11.1971567248031 9.96958490889777 32.6224317363416 33.8183734932136 34.5225967400603 30.0673650166785 26.762268001606 27.1561238818626 65.9252643333398 52.9173860925083 69.0494251368684
"FBgn0000416" 919.837889995449 847.739237926267 866.346431084165 2948.09105777072 2927.83969155769 2449.48670344254 3558.32618693892 2855.40454870861 2975.14224579223 3153.58293133487 4085.47517253534 3239.7105249749
