"CTL_1" "CTL_2" "CTL_3" "HYPERT_1" "HYPERT_2" "HYPERT_3" "PLUS_HYPERT_1" "PLUS_HYPERT_2" "PLUS_HYPERT_3" "PROXIMAL_PLUS_HYPERT_1" "PROXIMAL_PLUS_HYPERT_2" "PROXIMAL_PLUS_HYPERT_3"
"FBgn0000017" 6.46800556881664 5.41692666267058 6.70429704460424 13.6395364111552 11.8181323739145 13.5395670455686 13.8571611870157 10.6200504846078 11.2496215897901 11.6225776068508 12.4529148097191 10.3739007887666
"FBgn0000018" 5.33651646117521 5.89310041039943 6.45172265163128 7.15635741607503 5.88984245262378 7.63276849796112 7.50611665807349 9.18444258955236 8.23368904279886 9.13343831795109 8.68779262700606 9.44156563303067
"FBgn0000024" 14.8545807765051 11.5252309725734 13.0583416400912 0.418073666912435 0.562014805029699 0.506775061446817 0.642168237542114 0.689706456799882 0.569184614883565 0.498165464359283 0.63401647885042 0.544631196842762
"FBgn0000032" 82.8604102368339 94.4315157536873 100.519812766972 91.8441815044343 99.0314785131077 105.626660281669 86.4722797055934 100.792710977909 97.5806113924128 117.391959177573 89.4900372778265 110.526124123129
"FBgn0000043" 333.514599313367 480.918428522333 498.580953711106 1570.60402099528 1493.5567891455 1406.47440962565 1535.40791077095 1005.50208252398 1131.7886090477 1030.39878209376 1216.6649070403 897.483484746987
"FBgn0000044" 16.5626459026857 17.4422991434771 14.4435584202318 14.3419477112592 13.8291769404161 14.2377276236021 15.3383406167792 11.6075303517176 15.5829414037042 13.4503292451372 4.73432433064132 26.3637889113064
"FBgn0000046" 1.85533477702884 1.08661913756921 0.915798602368204 1.05936621066101 1.11657942613438 0.991051079203899 1.45553101816526 1.32213973267796 1.31004208890973 0.775660576585616 0.683272679235098 1.62774203722965
"FBgn0000052" 9.95476188532269 12.2254391709531 9.20439384688522 13.1597551057384 14.822384691113 14.1752928810056 18.3790468124713 16.3668427734998 14.3866204304799 22.5298152598958 22.5045234307991 20.527590316418
"FBgn0000053" 6.12604546333744 8.01176099668851 9.62603823964266 5.50184139495225 7.94246336049924 9.01810166534273 6.83281982249422 5.57985951450912 4.85765756997713 5.70871863745016 6.71306235523535 4.50055872347485
"FBgn0000055" 160.830521193986 264.273080691844 140.771692959601 78.8847699816269 112.066712508927 77.2914339371668 400.895476958075 334.639877373056 301.81355350039 93.8455043988104 115.499076657244 118.950341684124
"FBgn0000057" 18.9181986616172 22.1981377855902 24.4224694579847 21.1387180652234 21.746619358353 23.2984274946185 27.2291419953768 33.8506024785133 34.0658232512995 39.0131489167492 38.3081074565497 37.98427413558
"FBgn0000064" 858.653484565666 827.605350622913 733.325951899008 613.806115796052 648.390870944583 594.153532949661 566.052422460654 662.833315644027 633.337426763791 512.943017734411 476.625377478032 553.549336333953
"FBgn0000071" 0.758006894848664 0.308138821833007 0.498893383657546 7.29773065158873 7.78263385787379 5.07770573399756 6.45909857799152 5.03563911000775 5.31589771240648 8.22017296123778 9.0178688293093 13.3190402923437
